MORNINGSTAR FARMS Breakfast Pattie,8.3,2.2,195,23.7
MORNINGSTAR FARMS Roasted Garlic & Quinoa Burger,12.1,2.1,192,10.7
MORNINGSTAR FARMS Parmesan Garlic Wings,8.6,1.3,227,14.2
MORNINGSTAR FARMS Breakfast Sandwich Veggie Sausage Egg & Cheese English Muffin,9.4,1.1,205,14.3
MORNINGSTAR FARMS Breakfast Sandwich Veggie Scramble & Cheese English Muffin,4.8,0.6,149,10.4
MORNINGSTAR FARMS Chipotle Black Bean Crumbles,4.1,1.4,122,14.4
MORNINGSTAR FARMS Garden Veggie Nuggets,12.2,3.5,197,9.6
MORNINGSTAR FARMS Spicy Black Bean Enchilada Entree,5.2,1.8,123,5.8
MORNINGSTAR FARMS Spicy Indian Veggie Burger,11.6,2.2,189,9.2
MORNINGSTAR FARMS Tuscan Greens & Beans,6.3,2.3,112,5.9
Veal,4.63,0,134,21.7
Lamb,21.59,0,267,16.88
Game meat,2.03,0,114,22.38
Bison,8.62,0,179,25.45
Goat,2.31,0,109,20.6
Game meat ,15.93,0,223,18.67
Bagels,1.32,8.43,264,10.56
Biscuits,11.03,3.48,338,6.2
Bread,10.5,0,326,4.3
Bread crumbs,5.3,6.2,395,13.35
Bread sticks,9.5,1.26,412,12
Bread stuffing,3.4,8.27,386,11
Cake,0.8,0,258,5.9
Coffeecake,15.2,0,339,7
Cheesecake commercially prepared,22.5,21.8,321,5.5
Cheesecake prepared from mix,12.7,0,274,5.5
Cookies,16.3,36.61,405,4.8
Puff pastry,38.5,0.75,558,7.4
Crackers,22.74,4.53,489,10.93
Cracker meal,1.7,0.33,383,9.3
Cream puff shell,25.9,0.25,360,9
Croissants,21,11.26,406,8.2
Croutons,6.6,0,407,11.9
Danish pastry,22.4,19.78,403,7
Doughnuts,24.93,18.15,434,5.31
English muffins,1.69,3.53,227,8.87
French toast,6.1,0,213,7.4
Hush puppies,13.5,2.03,337,7.7
Ice cream cones,6.9,6,417,8.1
Muffins,11.4,0,296,6.9
Pancakes plain,6.83,8.32,233,5.23
Pancakes,3.1,16.03,368,9.77
Pie,11,15.65,237,1.9
Pie crust,31.4,0,518,6.9
Phyllo dough,6,0.18,299,7.1
Popovers,4.3,0,371,10.4
Rolls,6.47,5.55,310,10.86
Strudel,11.2,25.75,274,3.3
Sweet rolls,18.3,0,360,7.1
Taco shells,21.79,1.5,476,6.41
Toaster pastries,7.98,27.24,370,4.06
Tortillas,2.85,0.88,218,5.7
Waffles,9.7,4.91,285,6.47
Wonton wrappers (includes egg roll wrappers),1.5,0,291,9.8
Leavening agents,0,0,53,0
Breakfast tart,5.99,4.87,372,3.99
Toaster Pastries,13.3,30.9,412,4.6
KELLOGG,8,10,245,5.3
KELLOGG'S,3.5,4.5,229,6.3
KELLOGG'S EGGO Lowfat Blueberry Nutri-Grain Waffles,2.83,8.89,208,5.95
ARCHWAY Home Style Cookies,20.92,1.26,442,5.54
Artificial Blueberry Muffin Mix,8.7,0,407,4.7
KRAFT,4.1,10.1,381,12.6
GEORGE WESTON BAKERIES,5.1,0,390,13.3
KEEBLER,16.6,26.5,465,7.1
CONTINENTAL MILLS,10.3,40,418,5.6
MCKEE BAKING,32.8,34,548,8
MARTHA WHITE FOODS,6.16,54.76,407,4.42
MISSION FOODS,6,0,287,8.7
NABISCO,10,23,424,6.99
PILLSBURY,2.79,4.46,236,6.4
PILLSBURY GRANDS,11.34,4.6,293,6.16
PILLSBURY Golden Layer Buttermilk Biscuits,13.24,5.88,307,5.88
KRAFT FOODS,3.7,0,377,6.1
HEINZ,6.9,16.8,241,4.4
INTERSTATE BRANDS CORP,4.15,11.06,273,8.07
GENERAL MILLS,8.1,43.9,413,3.8
Waffle,9.49,4.41,309,7.42
Muffin,4.22,27.05,255,4.23
Pie Crust,24.83,18.13,501,5.1
Tostada shells,23.38,0,474,6.15
Keikitos (muffins),25.24,25.81,467,6.81
Pan Dulce,16.11,21.86,445,8.81
Pastry,18.5,17,379,5.48
Garlic bread,16.61,3.69,350,8.36
Cinnamon buns,26.61,25.7,452,4.45
Cream puff,18.52,22.05,334,4.41
Focaccia,7.89,1.75,249,8.77
KASHI,10.4,16.1,398,8.7
AUSTIN,24.5,14.6,495,7.9
BARBARA DEE,26,35.8,515,3.9
BEAR NAKED,16.9,35.2,423,6.6
SCHIFF,14.29,36.4,422,16.8
Candies,28.57,55.74,525,5.71
Snacks,25.6,9,410,33.2
Fruit syrup,0,53,341,0
Topping,44.1,47.06,609,2.94
Syrup,0.02,65,261,0
Baking chocolate,47.7,0,472,12.1
Ice creams,4.83,22.12,180,4.78
Desserts,4.03,23.15,145,4.53
Sherbet,2,24.32,144,1.1
Syrups,0.09,72.25,291,0
Puddings,1.7,0,105,2.76
Chocolate-flavored hazelnut spread,29.73,54.05,541,5.41
Toppings,0.1,27.38,254,0.2
Chewing gum,0.3,66.08,360,0
Cocoa,13.7,1.75,228,19.6
Egg custards,6.4,0,410,6.9
Gelatin desserts,0,86.04,381,7.8
Gelatins,0.1,0,335,85.6
Flan,0,0,348,0
Rennin,2.06,0,85,3.24
Frozen novelties,0.1,0,24,0.5
Frostings,17.6,57.7,397,1.1
Frozen yogurts,5.6,24,159,4
Fruit butters,0.3,35.3,173,0.39
Honey,0,82.12,304,0.3
Jams and preserves,0.07,48.5,278,0.37
Jellies,0.02,51.22,266,0.15
Marmalade,0,60,246,0.3
Molasses,0.1,74.72,290,0
Pectin,0.3,0,325,0.3
Pie fillings,0.1,13.8,100,0.1
Pudding,1.12,13.51,109,0.65
Sugars,0,97.02,380,0.12
Sweeteners,0,80.7,365,2.17
Snack,35.28,0.76,545,4.62
Tortilla chips,5.7,0.67,415,11
Cheese puffs and twists,12.1,7.29,432,8.5
Popcorn,1.4,64.68,381,2
Potato chips,20.8,0.22,487,7.1
Chocolate,31.28,47.9,546,4.88
Sugar,0,99.19,399,0
Sweetener,0.45,68.03,310,0.09
Jams,0,42,212,0
Amaranth grain,7.02,1.69,371,13.56
Arrowroot flour,0.1,0,357,0.3
Barley,2.3,0.8,354,12.48
Buckwheat,3.4,0,343,13.25
Buckwheat groats,2.71,0,346,11.73
Buckwheat flour,3.1,2.6,335,12.62
Bulgur,1.33,0.41,342,12.29
Corn grain,4.74,0.64,365,9.42
Corn bran,0.92,0,224,8.36
Corn flour,3.86,0.64,361,6.93
Cornmeal,3.59,0.64,362,8.12
Cornstarch,0.05,0,381,0.26
Couscous,0.64,0,376,12.76
Hominy,0.88,1.82,72,1.48
Millet,4.22,0,378,11.02
Oat bran,7.03,1.45,246,17.3
Quinoa,6.07,0,368,14.12
Rice,3.2,0.66,367,7.54
Oats,6.9,0,389,16.89
Rice bran,20.85,0.9,316,13.35
Rice flour,1.42,0.12,366,5.95
Rye grain,1.63,0.98,338,10.34
Rye flour,2.22,2.31,325,15.91
Semolina,1.05,0,360,12.68
Sorghum grain,3.46,2.53,329,10.62
Tapioca,0.02,3.35,358,0.19
Triticale,2.09,0,336,13.05
Triticale flour,1.81,0,338,13.18
Wheat,1.92,0.41,329,15.4
Wheat bran,4.25,0.41,216,15.55
Wheat germ,9.72,0,360,23.15
Wheat flour,2.5,0.41,340,13.21
Wild rice,1.08,2.5,357,14.73
Pasta,2.08,0,357,7.46
Macaroni,1.04,0,367,13.14
Spaghetti,1.57,2.72,372,13.35
Wheat flours,1.66,0.31,361,11.98
Barley flour or meal,1.6,0.8,345,10.5
Barley malt flour,1.84,0.8,361,10.28
Oat flour,9.12,0.8,404,14.66
Rice noodles,0.56,0.12,364,5.95
Spelt,2.43,6.82,338,14.57
Teff,2.38,1.84,367,13.3
Millet flour,4.25,1.66,382,10.75
Sorghum flour,3.34,1.94,359,8.43
Beef composite,9.16,0,203,28.73
Formulated bar,13.12,32.86,396,24.29
Pretzels,3.1,0.25,345,8.2
Formulated Bar,15.17,15.17,412,30.34
Rice crackers,5,0,416,10
Soup,0.61,0.09,27,1.16
CAMPBELL'S CHUNKY Soups,1.02,0.41,49,2.86
CAMPBELL'S Red and White,1.19,1.59,71,3.17
CAMPBELL'S Homestyle Microwaveable Bowls,1.02,1.63,41,2.45
CAMPBELL'S Homestyle Harvest Tomato with Basil Soup,0.41,6.53,45,0.82
CAMPBELL'S Homestyle HEALTHY REQUEST Chicken with Whole Grain Pasta Soup,0.82,0.32,40,3.8
CAMPBELL'S Soup on the GO,0.66,0.66,20,0.98
CAMPBELL'S Soup on the Go,0,5.57,39,0.98
PREGO Pasta,1.15,7.7,54,1.54
CAMPBELL'S,1.98,0.25,53,1.1
Sauce,0.13,30.54,245,0.36
Dip,9.51,1.95,143,3.14
Gravy,2.57,0,46,0.67
HEALTHY REQUEST Tomato juice,0,3.7,21,0.82
Sweet Potatoes,8.92,12.9,182,2.16
Sweet Potato puffs,3.58,7.65,161,1.36
Vegetable smoothie,0.07,6.05,28,0.8
Vegetable juice,0.04,5.37,31,0.49
Creamy dressing,14,5.65,160,1.5
Imitation cheese,32,1,390,25
Babyfood,0.8,13.28,89,2.5
Turkey ham,3.8,0,124,19.6
Milk dessert,1,37.7,167,4.3
Whipped topping,13.1,23.6,224,3
Granola bar,31.2,23.63,536,9.6
Vegetable oil-butter spread,53,0,465,0
Turkey and pork sausage,23,0,307,22.7
Pork sausage rice links,37.63,0,407,13.7
Papad,3.25,0,371,25.56
Rice cake,4.3,0.88,392,7.1
Cereals ready-to-eat,3.33,36.13,400,7.1
Gums,0.5,0,332,4.6
Fluid replacement,0,2.45,10,0
Beverage,2.6,51.3,329,23.5
Breakfast bars,17.6,27.52,464,9.8
Vermicelli,0.1,17.44,331,0.1
Luncheon slices,11.11,2.22,189,17.78
Vegetarian fillets,18,0.8,290,23
Vegetarian meatloaf or patties,9,1.2,197,21
Bacon bits,25.9,0,476,32
Butter replacement,1,5.3,373,2
Tomato sauce,0.3,3.56,24,1.2
Whipped cream substitute,6,10.6,100,0.9
Quail,14.1,0,227,25.1
Pheasant,12.1,0,239,32.4
Eggs,5.6,7.5,131,13.1
Dove,13,0,213,23.9
Soybean,8.1,1.6,151,12.5
Tomato and vegetable juice,0.1,3.28,22,0.6
Cranberry juice,0.13,12.1,46,0.39
Yeast extract spread,0.9,1.6,185,23.88
Tofu yogurt,1.8,1.24,94,3.5
Jellyfish,1.4,0,36,5.5
Breakfast bar,7.5,35.1,377,4.4
Mayonnaise dressing,77.8,0.3,688,0
Celery flakes,2.1,35.9,319,11.3
Vital wheat gluten,1.85,0,370,75.16
Frog legs,0.3,0,73,16.4
szama,200.0,637.0,55.0,0.0
